Code,Cost
59614 ,"$3,900.00 "
59618 ,"$6,440.00 "
59620 ,"$3,360.00 "
59622 ,"$4,200.00 "
59812 ,$930.00 
59820 ,"$1,110.00 "
59821 ,"$1,110.00 "
59830 ,"$1,104.00 "
59840 ,$750.00 
59841 ,"$1,100.00 "
59855 ,"$1,140.00 "
59870 ,"$2,000.00 "
59871 ,$360.00 
60100 ,$259.00 
60200 ,"$2,342.00 "
60210 ,"$2,222.00 "
60212 ,"$3,613.00 "
60220 ,"$2,414.00 "
60225 ,"$2,755.00 "
60240 ,"$3,224.00 "
60252 ,"$4,670.00 "
60254 ,"$5,859.00 "
60260 ,"$3,881.00 "
60270 ,"$3,677.00 "
60271 ,"$4,700.00 "
60280 ,"$1,529.00 "
60281 ,"$1,559.00 "
60300 ,$302.00 
60500 ,"$3,096.00 "
60502 ,"$4,417.00 "
60505 ,"$5,706.00 "
60512 ,$688.00 
60520 ,"$3,436.00 "
60521 ,"$3,963.00 "
60522 ,"$5,347.00 "
60540 ,"$3,172.00 "
60545 ,"$3,758.00 "
60600 ,"$5,647.00 "
60605 ,"$4,491.00 "
60650 ,"$3,635.00 "
61020 ,$325.00 
61055 ,$349.00 
61070 ,$300.00 
61107 ,"$2,117.00 "
61140 ,"$6,503.00 "
61150 ,"$7,081.00 "
61154 ,"$6,351.00 "
61210 ,"$2,419.00 "
61304 ,"$9,084.00 "
61312 ,"$10,053.0"
61313 ,"$10,176.0"
61314 ,"$9,622.00 "
61315 ,"$11,135.0"
61320 ,"$10,095.0"
61322 ,"$10,963.0"
61323 ,"$11,205.0"
61330 ,"$4,366.00 "
61340 ,"$7,509.00 "
61343 ,"$12,283.0"
61345 ,"$10,718.0"
61458 ,"$11,122.0"
61460 ,"$11,389.0"
61500 ,"$7,491.00 "
61510 ,"$11,543.0"
61512 ,"$13,933.0"
61516 ,"$11,448.0"
61518 ,"$14,904.0"
61519 ,"$16,293.0"
61520 ,"$21,041.0"
61521 ,"$17,519.0"
61524 ,"$11,355.0"
61526 ,"$19,784.0"
61531 ,"$6,039.00 "
61533 ,"$7,980.00 "
61534 ,"$7,707.00 "
61535 ,"$4,538.00 "
61537 ,"$11,168.0"
61538 ,"$16,348.0"
61540 ,"$13,458.0"
61541 ,"$7,241.00 "
61545 ,"$19,586.0"
61546 ,"$12,530.0"
61548 ,"$9,020.00 "
61550 ,"$7,275.00 "
61552 ,"$6,046.00 "
61557 ,"$8,762.00 "
61558 ,"$7,787.00 "
61559 ,"$9,409.00 "
61566 ,"$13,823.0"
61580 ,"$10,186.0"
61581 ,"$13,333.0"
61583 ,"$14,302.0"
61584 ,"$13,610.0"
61586 ,"$9,223.00 "
61590 ,"$12,552.0"
61591 ,"$16,642.0"
61592 ,"$15,518.0"
61595 ,"$6,044.00 "
61600 ,"$10,103.0"
61601 ,"$11,002.0"
61605 ,"$5,365.00 "
61606 ,"$17,964.0"
61608 ,"$16,454.0"
61616 ,"$11,400.0"
61618 ,"$3,408.00 "
61619 ,"$5,742.00 "
61623 ,"$2,403.00 "
61624 ,"$4,680.00 "
61626 ,"$2,744.00 "
61630 ,"$5,604.00 "
61635 ,"$5,200.00 "
61640 ,"$2,383.00 "
61645 ,"$2,831.00 "
61650 ,"$2,402.00 "
61651 ,"$1,026.00 "
61680 ,"$12,672.0"
61682 ,"$23,372.0"
61686 ,"$24,497.0"
61690 ,"$13,484.0"
61692 ,"$19,670.0"
61697 ,"$19,317.0"
61698 ,"$27,954.0"
61700 ,"$13,923.0"
61711 ,"$10,655.0"
61720 ,"$7,148.00 "
61735 ,"$9,771.00 "
61750 ,"$7,258.00 "
61751 ,"$7,410.00 "
61760 ,"$8,741.00 "
61781 ,"$1,365.00 "
61782 ,$753.00 
61783 ,"$1,365.00 "
61791 ,"$4,513.00 "
61796 ,"$6,600.00 "
61797 ,"$6,600.00 "
61798 ,"$9,900.00 "
61799 ,"$9,900.00 "
61800 ,"$2,000.00 "
61863 ,"$6,229.00 "
61864 ,"$1,733.00 "
61867 ,"$9,357.00 "
61868 ,"$3,077.00 "
61880 ,"$2,754.00 "
61885 ,"$2,472.00 "
61886 ,"$3,170.00 "
62000 ,"$3,534.00 "
62010 ,"$8,104.00 "
62100 ,"$6,670.00 "
62120 ,"$8,744.00 "
62121 ,"$6,936.00 "
62140 ,"$5,629.00 "
62141 ,"$6,350.00 "
62142 ,"$4,629.00 "
62143 ,"$5,285.00 "
62146 ,"$5,772.00 "
62147 ,"$6,000.00 "
62160 ,$979.00 
62161 ,"$7,271.00 "
62162 ,"$8,968.00 "
62163 ,"$7,547.00 "
62164 ,"$12,728.0"
62165 ,"$6,492.00 "
62192 ,"$5,272.00 "
62200 ,"$4,835.00 "
62201 ,"$4,843.00 "
62220 ,"$6,214.00 "
62223 ,"$5,508.00 "
62225 ,"$2,331.00 "
62230 ,"$4,350.00 "
26 ,$263.00 
62256 ,"$2,940.00 "
62258 ,"$6,003.00 "
62267 ,$570.00 
62270 ,$417.00 
62272 ,$588.00 
62273 ,$457.00 
62281 ,$610.00 
62282 ,$816.00 
62284 ,$552.00 
62287 ,"$1,459.00 "
62290 ,$829.00 
62292 ,"$2,941.00 "
62294 ,"$4,844.00 "
62302 ,$687.00 
62303 ,$700.00 
62304 ,$677.00 
62305 ,$737.00 
62310 ,$725.00 
62311 ,$614.00 
62318 ,$738.00 
62319 ,$563.00 
62320 ,$436.00 
62321 ,$687.00 
62322 ,$407.00 
62323 ,$679.00 
62324 ,$381.00 
62325 ,$647.00 
62326 ,$401.00 
62327 ,$573.00 
62328 ,$661.00 
62329 ,$820.00 
62350 ,"$2,460.00 "
62355 ,$893.00 
62362 ,"$2,600.00 "
62365 ,"$2,023.00 "
62367 ,$109.00 
62368 ,$165.00 
62370 ,$445.00 
63001 ,"$6,324.00 "
63003 ,"$6,332.00 "
63005 ,"$6,102.00 "
63011 ,"$5,559.00 "
63012 ,"$6,121.00 "
63015 ,"$7,571.00 "
63016 ,"$7,793.00 "
63017 ,"$6,443.00 "
63020 ,"$5,936.00 "
63030 ,"$4,986.00 "
63035 ,$984.00 
63040 ,"$7,093.00 "
63042 ,"$6,661.00 "
63043 ,$990.00 
63044 ,$990.00 
63045 ,"$6,588.00 "
63046 ,"$6,291.00 "
63047 ,"$5,658.00 "
63048 ,"$1,086.00 "
63050 ,"$5,090.00 "
63051 ,"$8,757.00 "
63055 ,"$8,325.00 "
63056 ,"$7,636.00 "
63064 ,"$9,124.00 "
63066 ,"$1,056.00 "
63075 ,"$6,933.00 "
63076 ,"$1,267.00 "
63077 ,"$7,739.00 "
63081 ,"$9,030.00 "
63082 ,"$8,946.00 "
63085 ,"$9,880.00 "
63086 ,$975.00 
63087 ,"$12,372.0"
63088 ,"$1,330.00 "
63090 ,"$10,101.0"
63091 ,$920.00 
63101 ,"$11,911.0"
63102 ,"$11,622.0"
63103 ,"$2,497.00 "
63170 ,"$8,155.00 "
63172 ,"$7,188.00 "
63173 ,"$8,712.00 "
63185 ,"$5,884.00 "
63190 ,"$6,522.00 "
63191 ,"$6,465.00 "
63194 ,"$8,144.00 "
63195 ,"$6,489.00 "
63200 ,"$7,828.00 "
63250 ,"$15,227.0"
63251 ,"$15,523.0"
63252 ,"$15,520.0"
63265 ,"$8,543.00 "
63266 ,"$8,803.00 "
63267 ,"$7,030.00 "
63268 ,"$7,248.00 "
63270 ,"$10,599.0"
63271 ,"$10,579.0"
63272 ,"$9,662.00 "
63275 ,"$9,223.00 "
63276 ,"$9,151.00 "
63277 ,"$7,986.00 "
63278 ,"$8,117.00 "
63280 ,"$10,823.0"
63281 ,"$10,698.0"
63282 ,"$10,092.0"
63283 ,"$9,629.00 "
63285 ,"$13,414.0"
63286 ,"$13,208.0"
63287 ,"$14,075.0"
63290 ,"$14,270.0"
63300 ,"$9,408.00 "
63301 ,"$11,259.0"
63302 ,"$10,979.0"
63303 ,"$11,822.0"
63305 ,"$10,280.0"
63307 ,"$11,110.0"
63308 ,"$1,658.00 "
63600 ,"$4,568.00 "
63650 ,"$4,089.00 "
63655 ,"$4,257.00 "
63661 ,"$2,921.00 "
63662 ,"$4,252.00 "
63663 ,"$2,500.00 "
63664 ,"$4,390.00 "
63685 ,"$1,853.00 "
63688 ,"$1,883.00 "
63704 ,"$7,451.00 "
63706 ,"$8,888.00 "
63707 ,"$4,757.00 "
63709 ,"$5,683.00 "
63710 ,"$5,572.00 "
63740 ,"$4,983.00 "
63741 ,"$3,455.00 "
63744 ,"$3,478.00 "
63746 ,"$3,066.00 "
64400 ,$345.00 
64402 ,$318.00 
64405 ,$285.00 
64408 ,$294.00 
64413 ,$332.00 
64415 ,$401.00 
64416 ,$420.00 
64417 ,$366.00 
64418 ,$380.00 
64420 ,$418.00 
64421 ,$634.00 
64425 ,$395.00 
64430 ,$413.00 
64445 ,$400.00 
64446 ,$420.00 
64447 ,$365.00 
64448 ,$400.00 
64449 ,$222.00 
64450 ,$310.00 
64451 ,$558.00 
64454 ,$564.00 
64455 ,$129.00 
64461 ,$388.00 
64462 ,$220.00 
64463 ,$407.00 
64479 ,$677.00 
64480 ,$337.00 
64483 ,$627.00 
64484 ,$276.00 
64486 ,$325.00 
64488 ,$402.00 
64490 ,$732.00 
64491 ,$298.00 
64492 ,$298.00 
64493 ,$668.00 
64494 ,$264.00 
64495 ,$236.00 
64505 ,$338.00 
64510 ,$397.00 
64520 ,$581.00 
64530 ,$592.00 
64550 ,$40.00 
64555 ,"$3,939.00 "
64561 ,"$2,101.00 "
64566 ,$418.00 
64568 ,"$1,650.00 "
64569 ,"$4,713.00 "
64570 ,"$3,134.00 "
64575 ,"$1,622.00 "
64581 ,"$2,390.00 "
64585 ,$657.00 
64590 ,$800.00 
64595 ,$650.00 
64600 ,"$1,187.00 "
64610 ,"$2,836.00 "
64611 ,$295.00 
64612 ,$356.00 
64615 ,$435.00 
64616 ,$356.00 
64617 ,$515.00 
64624 ,"$1,078.00 "
64625 ,"$1,317.00 "
64630 ,$677.00 
64633 ,"$1,329.00 "
64634 ,$609.00 
64635 ,"$1,306.00 "
64636 ,$548.00 
64640 ,$657.00 
64642 ,$391.00 
64643 ,$275.00 
64644 ,$456.00 
64645 ,$313.00 
64646 ,$411.00 
64647 ,$475.00 
64650 ,$286.00 
64653 ,$356.00 
64680 ,$950.00 
64681 ,"$1,312.00 "
64702 ,"$1,350.00 "
64704 ,"$1,430.00 "
64708 ,"$2,521.00 "
64712 ,"$2,940.00 "
64713 ,"$3,889.00 "
64714 ,"$2,517.00 "
64716 ,"$1,380.00 "
64718 ,"$2,990.00 "
64719 ,"$2,022.00 "
64721 ,"$1,467.00 "
64722 ,$964.00 
64726 ,$932.00 
64727 ,$940.00 
64734 ,"$2,090.00 "
64742 ,"$1,309.00 "
64744 ,"$1,725.00 "
64755 ,"$3,332.00 "
64763 ,"$1,613.00 "
64771 ,"$3,043.00 "
64772 ,"$2,854.00 "
64774 ,"$2,098.00 "
64776 ,"$1,172.00 "
64782 ,"$1,223.00 "
64783 ,$790.00 
64784 ,"$3,697.00 "
64786 ,"$5,494.00 "
64787 ,"$1,078.00 "
64788 ,"$2,019.00 "
64790 ,"$4,284.00 "
64792 ,"$5,507.00 "
64795 ,$983.00 
64804 ,"$4,267.00 "
64820 ,"$2,680.00 "
64821 ,"$2,450.00 "
64822 ,"$1,868.00 "
64823 ,"$2,840.00 "
64831 ,"$1,850.00 "
64832 ,$907.00 
64834 ,"$2,661.00 "
64835 ,"$2,535.00 "
64836 ,"$2,927.00 "
64837 ,"$1,075.00 "
64856 ,"$3,071.00 "
64857 ,"$3,290.00 "
64858 ,"$4,210.00 "
64859 ,$674.00 
64864 ,"$2,853.00 "
64865 ,"$3,923.00 "
64866 ,"$4,577.00 "
64868 ,"$3,513.00 "
64872 ,$418.00 
64874 ,$425.00 
64885 ,"$3,478.00 "
64886 ,"$5,305.00 "
64890 ,"$3,879.00 "
64893 ,"$4,032.00 "
64896 ,"$5,889.00 "
64898 ,"$5,990.00 "
64902 ,"$2,504.00 "
64905 ,"$3,664.00 "
64910 ,"$2,906.00 "
64911 ,"$3,682.00 "
64912 ,"$2,821.00 "
64913 ,$572.00 
65091 ,"$1,909.00 "
65101 ,"$2,000.00 "
65103 ,"$2,070.00 "
65105 ,"$2,270.00 "
65110 ,"$4,321.00 "
65205 ,$145.00 
65210 ,$179.00 
65220 ,$229.00 
65222 ,$180.00 
65235 ,"$1,894.00 "
65260 ,"$3,401.00 "
65265 ,"$3,817.00 "
65270 ,$665.00 
65272 ,"$1,438.00 "
65275 ,"$1,543.00 "
65280 ,"$1,770.00 "
65285 ,"$2,960.00 "
65286 ,"$1,857.00 "
65400 ,"$1,808.00 "
65410 ,$380.00 
65420 ,"$1,468.00 "
65426 ,"$1,754.00 "
65430 ,$306.00 
65435 ,$217.00 
65436 ,"$1,021.00 "
65450 ,$861.00 
65600 ,"$1,091.00 "
65730 ,"$3,681.00 "
65750 ,"$3,681.00 "
65755 ,"$3,681.00 "
65756 ,"$3,400.00 "
65757 ,"$1,072.00 "
65770 ,"$4,100.00 "
65778 ,"$3,721.00 "
65779 ,"$3,207.00 "
65780 ,"$2,500.00 "
65800 ,$316.00 
65815 ,"$1,697.00 "
65820 ,"$2,069.00 "
65850 ,"$2,400.00 "
65855 ,$854.00 
65860 ,$817.00 
65865 ,"$1,253.00 "
65875 ,"$1,664.00 "
65920 ,"$2,084.00 "
66020 ,$512.00 
66030 ,$458.00 
66170 ,"$3,400.00 "
66172 ,"$4,100.00 "
66180 ,"$3,400.00 "
66183 ,"$3,588.00 "
66184 ,"$2,072.00 "
66185 ,"$2,400.00 "
66250 ,"$1,989.00 "
66605 ,"$3,739.00 "
66625 ,"$1,400.00 "
66680 ,"$1,437.00 "
66682 ,"$1,777.00 "
66710 ,"$1,170.00 "
66711 ,"$1,669.00 "
66761 ,$900.00 
66762 ,"$1,258.00 "
66821 ,$876.00 
66825 ,"$2,095.00 "
66840 ,"$1,829.00 "
66850 ,"$2,300.00 "
66852 ,"$2,500.00 "
66940 ,"$2,453.00 "
66982 ,"$2,800.00 "
66984 ,"$2,100.00 "
66985 ,"$2,200.00 "
66986 ,"$2,500.00 "
66987 ,"$3,080.00 "
66988 ,"$2,310.00 "
66990 ,$250.00 
67005 ,"$1,245.00 "
67010 ,"$1,427.00 "
67015 ,"$1,560.00 "
67025 ,"$1,947.00 "
67028 ,$400.00 
67036 ,"$3,200.00 "
67039 ,"$3,400.00 "
67040 ,"$3,700.00 "
67041 ,"$3,800.00 "
67042 ,"$4,032.00 "
67043 ,"$4,300.00 "
67101 ,"$2,100.00 "
67105 ,"$1,867.00 "
67107 ,"$3,600.00 "
67108 ,"$6,412.00 "
67110 ,"$2,400.00 "
67113 ,"$4,800.00 "
67115 ,"$1,313.00 "
67120 ,"$1,800.00 "
67121 ,"$2,600.00 "
67141 ,"$1,383.00 "
67145 ,"$1,500.00 "
67208 ,"$1,583.00 "
67210 ,"$1,365.00 "
67218 ,"$3,670.00 "
67220 ,"$1,700.00 "
67221 ,$820.00 
67227 ,"$1,473.00 "
67228 ,"$2,700.00 "
67229 ,"$3,268.00 "
67255 ,"$2,400.00 "
67311 ,"$1,600.00 "
67312 ,"$1,900.00 "
67314 ,"$1,800.00 "
67316 ,"$2,200.00 "
67318 ,"$1,865.00 "
67320 ,$848.00 
67331 ,$806.00 
67332 ,$920.00 
67334 ,$794.00 
67335 ,$430.00 
67345 ,$700.00 
67400 ,"$2,700.00 "
67405 ,"$2,232.00 "
67412 ,"$2,600.00 "
67413 ,"$2,403.00 "
67414 ,"$3,686.00 "
67415 ,$420.00 
67420 ,"$4,430.00 "
67430 ,"$4,486.00 "
67445 ,"$4,931.00 "
67500 ,$204.00 
67515 ,$260.00 
67550 ,"$3,414.00 "
67560 ,"$3,501.00 "
67700 ,$775.00 
67710 ,$623.00 
67715 ,$670.00 
67800 ,$339.00 
67801 ,$430.00 
67805 ,$533.00 
67808 ,$971.00 
67810 ,$478.00 
67820 ,$130.00 
67825 ,$352.00 
67830 ,$746.00 
67840 ,$737.00 
67850 ,$570.00 
67875 ,$467.00 
67880 ,"$1,220.00 "
67882 ,"$1,500.00 "
67900 ,"$1,705.00 "
67901 ,"$2,061.00 "
67902 ,"$1,909.00 "
67903 ,"$1,583.00 "
67904 ,"$1,949.00 "
67911 ,"$1,520.00 "
67912 ,"$2,393.00 "
67914 ,"$1,272.00 "
67917 ,"$1,630.00 "
67921 ,"$1,246.00 "
67923 ,"$1,598.00 "
67924 ,"$1,702.00 "
67930 ,$974.00 
67935 ,"$1,576.00 "
67938 ,$686.00 
67950 ,"$1,530.00 "
67961 ,"$1,536.00 "
67966 ,"$2,045.00 "
67971 ,"$2,548.00 "
67973 ,"$2,703.00 "
67974 ,"$3,271.00 "
67975 ,"$1,805.00 "
68020 ,$334.00 
68100 ,$472.00 
68110 ,$618.00 
68115 ,$856.00 
68135 ,$420.00 
68200 ,$111.00 
68320 ,"$1,945.00 "
68326 ,"$1,697.00 "
68328 ,"$1,830.00 "
68330 ,"$1,708.00 "
68335 ,"$1,703.00 "
68340 ,"$1,531.00 "
68362 ,"$1,725.00 "
68440 ,$280.00 
68510 ,"$1,203.00 "
68525 ,$731.00 
68550 ,"$4,255.00 "
68700 ,"$1,600.00 "
68720 ,"$2,061.00 "
68750 ,"$2,786.00 "
68760 ,$566.00 
68761 ,$401.00 
68801 ,$310.00 
68810 ,$620.00 
68811 ,$517.00 
68815 ,"$1,095.00 "
68840 ,$345.00 
68850 ,$168.00 
69000 ,$498.00 
69005 ,$455.00 
69020 ,$584.00 
69090 ,$79.00 
69100 ,$262.00 
69105 ,$373.00 
69110 ,"$1,226.00 "
69120 ,$882.00 
69140 ,"$1,900.00 "
69145 ,"$1,056.00 "
69150 ,"$3,702.00 "
69155 ,"$4,500.00 "
69200 ,$273.00 
69205 ,$359.00 
69209 ,$36.27 
69210 ,$127.00 
69220 ,$287.00 
69222 ,$589.00 
69300 ,"$1,812.00 "
69310 ,"$3,338.00 "
69320 ,"$7,500.00 "
69420 ,$915.00 
69421 ,$420.00 
69424 ,$271.00 
69433 ,$507.00 
69436 ,$519.00 
69440 ,"$2,358.00 "
69450 ,"$1,445.00 "
69501 ,"$1,920.00 "
69502 ,"$3,450.00 "
69505 ,"$3,161.00 "
69511 ,"$3,161.00 "
69530 ,"$6,718.00 "
69535 ,"$9,487.00 "
69540 ,"$1,423.00 "
69550 ,"$3,640.00 "
69552 ,"$4,468.00 "
69554 ,"$6,755.00 "
69601 ,"$3,698.00 "
69602 ,"$3,861.00 "
69603 ,"$4,408.00 "
69604 ,"$3,943.00 "
69610 ,$936.00 
69620 ,"$1,770.00 "
69631 ,"$5,000.00 "
69632 ,"$3,079.00 "
69633 ,"$6,500.00 "
69635 ,"$3,109.00 "
69636 ,"$4,875.00 "
69637 ,"$3,821.00 "
69641 ,"$3,500.00 "
69642 ,"$3,858.00 "
69643 ,"$3,858.00 "
69644 ,"$3,914.00 "
69645 ,"$3,840.00 "
69646 ,"$7,575.00 "
69650 ,"$2,063.00 "
69660 ,"$2,932.00 "
69661 ,"$3,258.00 "
69662 ,"$4,056.00 "
69666 ,"$2,688.00 "
69667 ,"$2,688.00 "
69670 ,"$3,320.00 "
69705 ,$455.00 
69706 ,$636.00 
69710 ,"$2,655.00 "
69711 ,"$3,015.00 "
69714 ,"$3,308.00 "
69717 ,"$3,527.00 "
69718 ,"$4,750.00 "
69720 ,"$4,300.00 "
69725 ,"$7,618.00 "
69740 ,"$3,407.00 "
69801 ,"$1,602.00 "
69805 ,"$3,263.00 "
69806 ,"$3,263.00 "
69905 ,"$3,903.00 "
69910 ,"$3,557.00 "
69915 ,"$6,177.00 "
69930 ,"$4,468.00 "
69960 ,"$7,714.00 "
69990 ,"$1,117.00 "
26 ,$206.00 
TC ,$287.00 
26 ,$30.00 
TC ,$62.00 
70100 ,$84.00 
26 ,$31.00 
TC ,$76.00 
70110 ,$96.00 
26 ,$43.00 
TC ,$82.00 
26 ,$31.00 
TC ,$76.00 
TC ,$118.00 
TC ,$108.00 
70140 ,$87.00 
26 ,$34.00 
TC ,$58.00 
70150 ,$127.00 
26 ,$38.00 
TC ,$89.00 
70160 ,$82.00 
26 ,$30.00 
TC ,$76.00 
TC ,$99.00 
26 ,$36.00 
TC ,$75.00 
70200 ,$106.00 
26 ,$48.00 
TC ,$89.00 
26 ,$30.00 
TC ,$61.00 
70220 ,$101.00 
26 ,$32.00 
TC ,$70.00 
TC ,$65.00 
70250 ,$98.00 
26 ,$29.00 
TC ,$70.00 
7025F ,$0.00 
70260 ,$115.00 
26 ,$58.00 
TC ,$82.00 
70300 ,$20.00 
26 ,$20.00 
TC ,$23.00 
70310 ,$25.00 
TC ,$87.00 
TC ,$121.00 
70328 ,$78.00 
26 ,$26.00 
TC ,$67.00 
70330 ,$118.00 
26 ,$35.00 
TC ,$108.00 
26 ,$184.00 
TC ,$151.00 
26 ,$257.00 
TC ,$644.00 
TC ,$23.00 
70355 ,$53.00 
26 ,$35.00 
TC ,$24.00 
70360 ,$85.00 
26 ,$26.00 
TC ,$59.00 
TC ,$209.00 
70371 ,$247.00 
26 ,$112.00 
TC ,$178.00 
TC ,$76.00 
TC ,$258.00 
26 ,$148.00 
TC ,$200.00 
26 ,$197.00 
TC ,$293.00 
26 ,$221.00 
TC ,$351.00 
26 ,$222.00 
TC ,$375.00 
26 ,$239.00 
TC ,$459.00 
26 ,$251.00 
TC ,$507.00 
26 ,$221.00 
TC ,$265.00 
26 ,$227.00 
TC ,$304.00 
26 ,$246.00 
TC ,$385.00 
26 ,$222.00 
TC ,$275.00 
26 ,$239.00 
TC ,$366.00 
26 ,$251.00 
TC ,$448.00 
26 ,$314.00 
TC ,$574.00 
26 ,$314.00 
TC ,$574.00 
26 ,$233.00 
TC ,$532.00 
26 ,$280.00 
TC ,$627.00 
26 ,$371.00 
TC ,$776.00 
26 ,$208.00 
TC ,$509.00 
26 ,$208.00 
TC ,$539.00 
26 ,$312.00 
TC ,$817.00 
26 ,$208.00 
TC ,$511.00 
26 ,$209.00 
TC ,$549.00 
26 ,$312.00 
TC ,$823.00 
26 ,$257.00 
TC ,$408.00 
26 ,$311.00 
TC ,$603.00 
26 ,$409.00 
TC ,$687.00 
26 ,$293.00 
TC ,$897.00 
26 ,$414.00 
TC ,"$1,485.00 "
26 ,$448.00 
TC ,"$3,306.00 "
26 ,$477.00 
TC ,"$3,480.00 "
26 ,$457.00 
TC ,"$3,264.00 "
71010 ,$57.00 
26 ,$31.00 
71020 ,$77.00 
26 ,$39.00 
26 ,$46.00 
26 ,$54.00 
26 ,$67.00 
26 ,$51.00 
71035 ,$86.00 
26 ,$31.00 
71045 ,$71.00 
26 ,$26.00 
TC ,$45.00 
71046 ,$90.00 
26 ,$31.00 
TC ,$60.00 
71047 ,$99.00 
26 ,$39.00 
TC ,$76.00 
71048 ,$107.00 
26 ,$45.00 
TC ,$79.00 
71100 ,$74.00 
26 ,$39.00 
TC ,$67.00 
71101 ,$89.00 
26 ,$46.00 
TC ,$76.00 
26 ,$46.00 
TC ,$78.00 
71111 ,$128.00 
26 ,$55.00 
TC ,$96.00 
71120 ,$76.00 
26 ,$35.00 
TC ,$62.00 
26 ,$39.00 
TC ,$79.00 
26 ,$202.00 
TC ,$275.00 
26 ,$214.00 
TC ,$367.00 
26 ,$239.00 
TC ,$448.00 
26 ,$148.00 
TC ,$281.00 
26 ,$343.00 
TC ,$582.00 
26 ,$251.00 
TC ,$888.00 
26 ,$298.00 
TC ,$965.00 
26 ,$381.00 
TC ,"$1,213.00 "
26 ,$315.00 
TC ,$809.00 
72020 ,$67.00 
26 ,$26.00 
TC ,$45.00 
72040 ,$92.00 
26 ,$39.00 
TC ,$74.00 
72050 ,$133.00 
26 ,$54.00 
TC ,$101.00 
72052 ,$150.00 
26 ,$64.00 
TC ,$122.00 
72070 ,$88.00 
26 ,$39.00 
TC ,$59.00 
72072 ,$87.00 
26 ,$39.00 
TC ,$74.00 
72074 ,$107.00 
26 ,$39.00 
TC ,$85.00 
72080 ,$88.00 
26 ,$39.00 
TC ,$64.00 
72081 ,$98.00 
26 ,$38.00 
TC ,$78.00 
72082 ,$156.00 
26 ,$45.00 
TC ,$141.00 
72083 ,$169.00 
26 ,$51.00 
TC ,$166.00 
72084 ,$201.00 
26 ,$58.00 
TC ,$199.00 
72100 ,$105.00 
26 ,$39.00 
TC ,$74.00 
72110 ,$120.00 
26 ,$54.00 
TC ,$97.00 
26 ,$64.00 
TC ,$122.00 
72120 ,$102.00 
26 ,$32.00 
TC ,$78.00 
26 ,$202.00 
TC ,$290.00 
26 ,$211.00 
TC ,$369.00 
26 ,$177.00 
TC ,$458.00 
26 ,$139.00 
TC ,$290.00 
26 ,$170.00 
TC ,$373.00 
26 ,$177.00 
TC ,$459.00 
26 ,$139.00 
TC ,$288.00 
26 ,$170.00 
TC ,$370.00 
26 ,$176.00 
TC ,$456.00 
26 ,$207.00 
TC ,$392.00 
26 ,$249.00 
TC ,$620.00 
26 ,$207.00 
TC ,$392.00 
26 ,$248.00 
TC ,$616.00 
26 ,$207.00 
TC ,$393.00 
26 ,$248.00 
TC ,$608.00 
26 ,$318.00 
TC ,$695.00 
26 ,$318.00 
TC ,$697.00 
26 ,$318.00 
TC ,$693.00 
26 ,$251.00 
TC ,$847.00 
72170 ,$68.00 
26 ,$25.00 
TC ,$54.00 
72190 ,$101.00 
26 ,$36.00 
TC ,$77.00 
26 ,$249.00 
TC ,$640.00 
26 ,$151.00 
TC ,$250.00 
26 ,$161.00 
TC ,$506.00 
26 ,$170.00 
TC ,$580.00 
26 ,$204.00 
TC ,$530.00 
26 ,$241.00 
TC ,$615.00 
26 ,$304.00 
TC ,$772.00 
26 ,$247.00 
TC ,$816.00 
72200 ,$89.00 
26 ,$25.00 
TC ,$64.00 
72202 ,$105.00 
26 ,$33.00 
TC ,$73.00 
72220 ,$70.00 
26 ,$25.00 
TC ,$62.00 
26 ,$128.00 
TC ,$183.00 
TC ,$181.00 
TC ,$175.00 
TC ,$211.00 
26 ,$100.00 
TC ,$260.00 
26 ,$155.00 
TC ,$176.00 
TC ,$182.00 
73000 ,$69.00 
26 ,$24.00 
TC ,$63.00 
73010 ,$78.00 
26 ,$26.00 
TC ,$51.00 
73020 ,$57.00 
26 ,$22.00 
TC ,$38.00 
73030 ,$72.00 
26 ,$27.00 
TC ,$65.00 
26 ,$77.00 
TC ,$264.00 
73050 ,$98.00 
26 ,$28.00 
TC ,$60.00 
73060 ,$68.00 
26 ,$24.00 
TC ,$63.00 
73070 ,$79.00 
26 ,$24.00 
TC ,$55.00 
73080 ,$79.00 
26 ,$25.00 
TC ,$61.00 
26 ,$64.00 
TC ,$230.00 
73090 ,$76.00 
26 ,$24.00 
TC ,$56.00 
73092 ,$79.00 
26 ,$23.00 
TC ,$61.00 
73100 ,$75.00 
26 ,$24.00 
TC ,$67.00 
73110 ,$107.00 
26 ,$25.00 
TC ,$83.00 
26 ,$64.00 
TC ,$278.00 
73120 ,$84.00 
26 ,$24.00 
TC ,$60.00 
73130 ,$96.00 
26 ,$25.00 
TC ,$72.00 
73140 ,$82.00 
26 ,$20.00 
TC ,$79.00 
26 ,$139.00 
TC ,$353.00 
26 ,$161.00 
TC ,$452.00 
26 ,$170.00 
TC ,$596.00 
26 ,$249.00 
TC ,$656.00 
26 ,$188.00 
TC ,$784.00 
26 ,$227.00 
TC ,$847.00 
26 ,$298.00 
TC ,"$1,021.00 "
26 ,$191.00 
TC ,$442.00 
26 ,$227.00 
TC ,$780.00 
26 ,$298.00 
TC ,$947.00 
26 ,$242.00 
TC ,$847.00 
73501 ,$76.00 
26 ,$27.00 
TC ,$61.00 
73502 ,$104.00 
26 ,$32.00 
