Code,Cost
31730 ,"$3,098.00 "
31750 ,"$4,960.00 "
31760 ,"$5,645.00 "
31780 ,"$3,343.00 "
31785 ,"$3,398.00 "
31800 ,"$1,896.00 "
31820 ,"$1,157.00 "
31825 ,"$1,602.00 "
31830 ,"$1,338.00 "
32035 ,"$1,956.00 "
32036 ,"$2,096.00 "
32096 ,"$2,865.00 "
32097 ,"$2,878.00 "
32098 ,"$2,045.00 "
32100 ,"$3,279.00 "
32110 ,"$5,229.00 "
32120 ,"$3,099.00 "
32141 ,"$4,101.00 "
32150 ,"$3,404.00 "
32151 ,"$3,406.00 "
32160 ,"$2,139.00 "
32200 ,"$4,060.00 "
32220 ,"$5,507.00 "
32225 ,"$3,099.00 "
32310 ,"$2,986.00 "
32320 ,"$5,478.00 "
32400 ,$342.00 
32405 ,"$1,095.00 "
32408 ,"$2,502.00 "
32440 ,"$5,524.00 "
32442 ,"$12,579.0"
32480 ,"$5,325.00 "
32482 ,"$5,518.00 "
32484 ,"$4,691.00 "
32486 ,"$9,583.00 "
32488 ,"$9,775.00 "
32491 ,"$5,300.00 "
32501 ,$656.00 
32503 ,"$7,327.00 "
32504 ,"$8,348.00 "
32505 ,"$2,505.00 "
32506 ,$421.00 
32507 ,$421.00 
32540 ,"$7,031.00 "
32550 ,"$1,515.00 "
32551 ,$501.00 
32552 ,$492.00 
32554 ,"$1,384.00 "
32555 ,"$1,404.00 "
32556 ,"$1,774.00 "
32557 ,"$2,706.00 "
32560 ,$612.00 
32561 ,$248.00 
32562 ,$224.00 
32601 ,$832.00 
32606 ,"$1,246.00 "
32607 ,$831.00 
32608 ,"$1,021.00 "
32609 ,$692.00 
32650 ,"$2,227.00 "
32651 ,"$2,946.00 "
32652 ,"$4,636.00 "
32653 ,"$2,856.00 "
32654 ,"$3,126.00 "
32655 ,"$2,612.00 "
32656 ,"$2,850.00 "
32658 ,"$2,549.00 "
32659 ,"$2,625.00 "
32661 ,"$2,847.00 "
32662 ,"$3,240.00 "
32663 ,"$5,036.00 "
32664 ,"$2,812.00 "
32665 ,"$5,027.00 "
32666 ,"$2,336.00 "
32667 ,$422.00 
32668 ,$422.00 
32669 ,"$3,616.00 "
32672 ,"$4,100.00 "
32673 ,"$3,275.00 "
32674 ,$581.00 
32800 ,"$3,363.00 "
32810 ,"$3,216.00 "
32815 ,"$11,491.0"
32850 ,"$7,200.00 "
32851 ,"$8,833.00 "
32852 ,"$9,595.00 "
32853 ,"$12,380.0"
32854 ,"$13,149.0"
32855 ,$711.00 
32856 ,$942.00 
32900 ,"$3,478.00 "
32906 ,"$6,617.00 "
32994 ,"$15,761.0"
32998 ,"$6,630.00 "
32999 ,$450.00 
33010 ,$350.00 
33015 ,"$1,258.00 "
33016 ,$609.00 
33017 ,$632.00 
33018 ,$720.00 
33019 ,$585.00 
33020 ,"$2,661.00 "
33025 ,"$2,580.00 "
33030 ,"$5,389.00 "
33031 ,"$6,677.00 "
33050 ,"$3,176.00 "
33120 ,"$5,996.00 "
33130 ,"$5,618.00 "
33202 ,"$3,025.00 "
33206 ,"$1,728.00 "
33207 ,"$1,297.00 "
33208 ,"$1,409.00 "
33210 ,$650.00 
33211 ,$472.00 
33212 ,$918.00 
33213 ,"$1,005.00 "
33214 ,"$1,294.00 "
33215 ,$773.00 
33216 ,"$1,012.00 "
33217 ,$990.00 
33218 ,$993.00 
33220 ,$995.00 
33221 ,$977.00 
33222 ,$921.00 
33223 ,"$1,107.00 "
33224 ,"$1,395.00 "
33225 ,"$1,272.00 "
33226 ,"$1,237.00 "
33227 ,$816.00 
33228 ,$958.00 
33229 ,$886.00 
33230 ,"$1,033.00 "
33233 ,$678.00 
33234 ,"$1,313.00 "
33235 ,"$2,253.00 "
33237 ,"$2,999.00 "
33241 ,$578.00 
33243 ,"$4,969.00 "
33244 ,"$3,032.00 "
33249 ,"$3,222.00 "
33255 ,"$6,685.00 "
33256 ,"$7,914.00 "
33257 ,"$1,565.00 "
33259 ,"$2,271.00 "
33261 ,"$4,344.00 "
33262 ,"$1,071.00 "
33263 ,"$1,144.00 "
33264 ,"$1,161.00 "
33265 ,"$5,543.00 "
33266 ,"$7,587.00 "
33270 ,"$1,581.00 "
33271 ,"$1,258.00 "
33272 ,"$1,058.00 "
33273 ,"$1,039.00 "
33274 ,"$1,281.00 "
33275 ,"$1,361.00 "
33282 ,"$2,000.00 "
33284 ,$593.00 
33285 ,"$2,000.00 "
33286 ,$343.00 
33289 ,$857.00 
33300 ,"$9,990.00 "
33305 ,"$16,879.0"
33315 ,"$7,725.00 "
33322 ,"$5,009.00 "
33340 ,"$2,917.00 "
33361 ,"$5,554.00 "
33362 ,"$6,060.00 "
33363 ,"$6,381.00 "
33364 ,"$6,615.00 "
33365 ,"$7,277.00 "
33366 ,"$7,870.00 "
33367 ,"$2,234.00 "
33368 ,"$2,666.00 "
33369 ,"$3,526.00 "
33390 ,"$7,949.00 "
33391 ,"$9,419.00 "
33400 ,"$6,424.00 "
33403 ,"$5,678.00 "
33405 ,"$7,770.00 "
33406 ,"$11,848.0"
3340F ,$0.00 
33411 ,"$9,070.00 "
33412 ,"$12,952.0"
33413 ,"$9,386.00 "
33414 ,"$8,794.00 "
33415 ,"$6,385.00 "
33416 ,"$6,942.00 "
33417 ,"$4,598.00 "
33418 ,"$6,371.00 "
33419 ,"$1,344.00 "
3341F ,$0.00 
33425 ,"$7,372.00 "
33426 ,"$7,329.00 "
33427 ,"$10,180.0"
3342F ,$0.00 
33430 ,"$11,652.0"
33440 ,"$14,142.0"
33463 ,"$8,332.00 "
33464 ,"$6,586.00 "
33465 ,"$7,440.00 "
33471 ,"$4,265.00 "
33474 ,"$8,904.00 "
33475 ,"$6,292.00 "
33476 ,"$5,850.00 "
33477 ,"$5,383.00 "
33478 ,"$6,225.00 "
33502 ,"$3,437.00 "
33506 ,"$8,213.00 "
33507 ,"$7,054.00 "
33508 ,$350.00 
33510 ,"$6,571.00 "
33511 ,"$6,827.00 "
33512 ,"$7,188.00 "
33517 ,$524.00 
33518 ,"$1,152.00 "
33519 ,"$1,963.00 "
33521 ,"$2,331.00 "
33530 ,"$1,895.00 "
33533 ,"$7,782.00 "
33534 ,"$9,042.00 "
33535 ,"$10,083.0"
33542 ,"$7,091.00 "
33548 ,"$12,083.0"
33572 ,$623.00 
33600 ,"$7,029.00 "
33606 ,"$7,231.00 "
33608 ,"$5,095.00 "
33610 ,"$7,260.00 "
33612 ,"$8,236.00 "
33615 ,"$6,510.00 "
33617 ,"$8,682.00 "
33619 ,"$10,622.0"
33620 ,"$6,765.00 "
33622 ,"$14,172.0"
33641 ,"$4,943.00 "
33645 ,"$5,804.00 "
33647 ,"$6,844.00 "
33660 ,"$6,949.00 "
33665 ,"$6,860.00 "
33670 ,"$7,463.00 "
33675 ,"$8,072.00 "
33677 ,"$7,982.00 "
33681 ,"$7,521.00 "
33684 ,"$6,907.00 "
33688 ,"$7,767.00 "
33690 ,"$4,290.00 "
33692 ,"$7,141.00 "
33694 ,"$7,778.00 "
33697 ,"$8,253.00 "
33710 ,"$8,400.00 "
33720 ,"$6,337.00 "
33724 ,"$6,301.00 "
33726 ,"$8,324.00 "
33730 ,"$7,656.00 "
33732 ,"$5,420.00 "
33735 ,"$4,295.00 "
33737 ,"$4,340.00 "
33741 ,"$1,983.00 "
33745 ,"$2,789.00 "
33746 ,"$1,098.00 "
33750 ,"$5,075.00 "
33755 ,"$5,413.00 "
33764 ,"$5,112.00 "
33766 ,"$4,070.00 "
33767 ,"$5,875.00 "
33768 ,"$1,136.00 "
33778 ,"$9,007.00 "
33780 ,"$9,520.00 "
33786 ,"$9,313.00 "
33788 ,"$5,110.00 "
33800 ,"$2,705.00 "
33802 ,"$3,881.00 "
33803 ,"$3,260.00 "
33814 ,"$6,181.00 "
33820 ,"$3,582.00 "
33822 ,"$4,016.00 "
33840 ,"$5,086.00 "
33845 ,"$5,504.00 "
33852 ,"$3,818.00 "
33853 ,"$7,512.00 "
33858 ,"$13,987.0"
33859 ,"$10,042.0"
33860 ,"$12,960.0"
33863 ,"$9,772.00 "
33864 ,"$9,006.00 "
33866 ,"$3,766.00 "
33870 ,"$9,620.00 "
33871 ,"$13,446.0"
33875 ,"$7,447.00 "
33877 ,"$9,792.00 "
33880 ,"$4,848.00 "
33881 ,"$6,329.00 "
33883 ,"$3,013.00 "
33884 ,$950.00 
33886 ,"$3,400.00 "
33889 ,"$2,138.00 "
33891 ,"$2,614.00 "
33910 ,"$10,752.0"
33916 ,"$17,458.0"
33917 ,"$5,981.00 "
33920 ,"$7,224.00 "
33922 ,"$4,375.00 "
33924 ,$772.00 
33926 ,"$10,466.0"
33927 ,"$10,629.0"
33930 ,"$5,251.00 "
33933 ,"$8,373.00 "
33940 ,"$5,251.00 "
33944 ,"$1,643.00 "
33945 ,"$13,141.0"
33946 ,$834.00 
33947 ,$927.00 
33948 ,$646.00 
33949 ,$627.00 
33951 ,"$1,147.00 "
33952 ,"$1,215.00 "
33953 ,"$1,278.00 "
33954 ,"$1,287.00 "
33955 ,"$3,150.00 "
33956 ,"$2,977.00 "
33957 ,$712.00 
33958 ,$695.00 
33959 ,$830.00 
33962 ,$791.00 
33963 ,"$1,388.00 "
33964 ,"$1,406.00 "
33965 ,$704.00 
33966 ,$786.00 
33967 ,$850.00 
33968 ,$92.00 
33969 ,$845.00 
33970 ,"$1,166.00 "
33971 ,"$2,534.00 "
33973 ,"$1,286.00 "
33974 ,"$3,184.00 "
33975 ,"$4,034.00 "
33976 ,"$4,576.00 "
33977 ,"$3,869.00 "
33978 ,"$4,911.00 "
33979 ,"$6,668.00 "
33980 ,"$8,150.00 "
33981 ,"$3,016.00 "
33982 ,"$7,399.00 "
33983 ,"$8,460.00 "
33984 ,$827.00 
33985 ,"$1,566.00 "
33986 ,"$2,074.00 "
33987 ,$624.00 
33988 ,"$2,637.00 "
33989 ,"$1,248.00 "
33990 ,"$1,148.00 "
33991 ,"$2,136.00 "
33992 ,$539.00 
33993 ,$470.00 
33995 ,$948.00 
33997 ,$421.00 
33999 ,"$2,000.00 "
34001 ,"$3,458.00 "
34101 ,"$1,619.00 "
34111 ,"$2,158.00 "
34151 ,"$5,168.00 "
34201 ,"$2,777.00 "
34203 ,"$3,079.00 "
34401 ,"$4,127.00 "
34471 ,"$2,978.00 "
34490 ,"$2,185.00 "
34502 ,"$6,326.00 "
34701 ,"$5,143.00 "
34702 ,"$7,682.00 "
34703 ,"$5,795.00 "
34704 ,"$9,639.00 "
34705 ,"$6,384.00 "
34706 ,"$9,608.00 "
34707 ,"$4,796.00 "
34708 ,"$7,718.00 "
34709 ,$878.00 
34710 ,"$2,929.00 "
34711 ,$809.00 
34712 ,"$2,503.00 "
34713 ,$339.00 
34714 ,$733.00 
34715 ,$790.00 
34716 ,"$1,046.00 "
34717 ,"$1,205.00 "
34718 ,"$5,119.00 "
34800 ,"$3,789.00 "
34802 ,"$4,789.00 "
34803 ,"$4,884.00 "
34805 ,"$2,752.00 "
34808 ,$541.00 
34812 ,$830.00 
34813 ,$643.00 
34820 ,"$1,200.00 "
34825 ,"$1,628.00 "
34826 ,$500.00 
34830 ,"$4,281.00 "
34831 ,"$7,939.00 "
34833 ,"$1,455.00 "
34834 ,"$1,166.00 "
34839 ,"$1,035.00 "
34842 ,"$5,096.00 "
34843 ,"$5,852.00 "
34844 ,"$8,743.00 "
34845 ,"$6,885.00 "
34846 ,"$4,565.00 "
34847 ,"$5,412.00 "
34848 ,"$11,282.0"
34900 ,"$3,224.00 "
35001 ,"$4,567.00 "
35011 ,"$3,258.00 "
35045 ,"$3,531.00 "
35081 ,"$5,899.00 "
35082 ,"$8,983.00 "
35091 ,"$7,346.00 "
35092 ,"$10,743.0"
35102 ,"$7,748.00 "
35103 ,"$9,213.00 "
35121 ,"$6,769.00 "
35131 ,"$5,713.00 "
35132 ,"$3,982.00 "
35141 ,"$3,667.00 "
35142 ,"$5,406.00 "
35151 ,"$4,737.00 "
35184 ,"$3,448.00 "
35189 ,"$6,221.00 "
35190 ,"$2,411.00 "
35201 ,"$2,968.00 "
35206 ,"$2,814.00 "
35207 ,"$3,750.00 "
35211 ,"$3,748.00 "
35216 ,"$5,596.00 "
35221 ,"$5,056.00 "
35226 ,"$2,972.00 "
35231 ,"$5,084.00 "
35236 ,"$4,650.00 "
35241 ,"$3,281.00 "
35246 ,"$6,420.00 "
35251 ,"$7,136.00 "
35256 ,"$3,664.00 "
35261 ,"$3,239.00 "
35266 ,"$3,102.00 "
35271 ,"$3,129.00 "
35276 ,"$5,596.00 "
35281 ,"$5,763.00 "
35286 ,"$3,189.00 "
35301 ,"$3,510.00 "
35302 ,"$4,546.00 "
35303 ,"$5,292.00 "
35304 ,"$3,452.00 "
35305 ,"$5,063.00 "
35306 ,"$1,244.00 "
35321 ,"$2,926.00 "
35331 ,"$5,486.00 "
35341 ,"$5,284.00 "
35351 ,"$5,260.00 "
35355 ,"$3,706.00 "
35371 ,"$2,744.00 "
35372 ,"$3,312.00 "
35390 ,$433.00 
35400 ,$403.00 
35460 ,$794.00 
35471 ,"$12,695.0"
35472 ,"$5,072.00 "
35475 ,"$5,657.00 "
35476 ,"$4,321.00 "
35500 ,$866.00 
35501 ,"$3,615.00 "
35506 ,"$3,624.00 "
35510 ,"$5,025.00 "
35516 ,"$2,889.00 "
35522 ,"$4,959.00 "
35523 ,"$5,227.00 "
35525 ,"$4,556.00 "
35531 ,"$8,348.00 "
35537 ,"$8,726.00 "
35556 ,"$5,745.00 "
35566 ,"$5,731.00 "
35571 ,"$5,283.00 "
35572 ,$982.00 
35583 ,"$5,932.00 "
35600 ,$693.00 
35601 ,"$3,787.00 "
35606 ,"$3,270.00 "
35612 ,"$4,270.00 "
35616 ,"$4,512.00 "
35621 ,"$3,689.00 "
35626 ,"$5,739.00 "
35631 ,"$6,982.00 "
35632 ,"$6,493.00 "
35633 ,"$5,797.00 "
35637 ,"$4,491.00 "
35638 ,"$6,288.00 "
35646 ,"$6,550.00 "
35647 ,"$4,190.00 "
35654 ,"$5,201.00 "
35656 ,"$3,609.00 "
35661 ,"$3,481.00 "
35663 ,"$5,147.00 "
35665 ,"$4,821.00 "
35666 ,"$5,195.00 "
35671 ,"$4,581.00 "
35681 ,$220.00 
35682 ,$959.00 
35685 ,$539.00 
35693 ,"$2,858.00 "
35694 ,"$3,535.00 "
35695 ,"$4,192.00 "
35697 ,$391.00 
35700 ,$414.00 
35701 ,"$1,529.00 "
35702 ,"$1,057.00 "
35703 ,"$1,125.00 "
35721 ,"$1,119.00 "
35741 ,"$1,316.00 "
35761 ,$895.00 
35800 ,"$1,939.00 "
35820 ,"$6,564.00 "
35840 ,"$4,867.00 "
35860 ,"$3,009.00 "
35875 ,"$2,107.00 "
35876 ,"$3,337.00 "
35879 ,"$3,321.00 "
35881 ,"$3,215.00 "
35883 ,"$5,133.00 "
35884 ,"$5,091.00 "
35901 ,"$1,272.00 "
35903 ,"$1,594.00 "
35905 ,"$6,868.00 "
35907 ,"$7,238.00 "
36000 ,$74.00 
36002 ,$416.00 
36005 ,$814.00 
36010 ,"$1,958.00 "
36011 ,"$2,569.00 "
36012 ,"$2,016.00 "
36013 ,"$2,004.00 "
36014 ,"$2,019.00 "
36015 ,"$2,287.00 "
36120 ,"$1,120.00 "
36140 ,"$1,272.00 "
36147 ,"$1,813.00 "
36148 ,$657.00 
36160 ,"$1,389.00 "
36200 ,"$1,672.00 "
36215 ,"$2,786.00 "
36216 ,"$3,016.00 "
36217 ,"$5,259.00 "
36218 ,$512.00 
36221 ,$540.00 
36222 ,"$3,526.00 "
36223 ,"$3,843.00 "
36224 ,"$4,177.00 "
36225 ,"$3,813.00 "
36226 ,"$4,261.00 "
36227 ,$613.00 
36228 ,"$2,934.00 "
36245 ,"$3,197.00 "
36246 ,"$3,074.00 "
36247 ,"$4,866.00 "
36248 ,$431.00 
36251 ,"$3,573.00 "
36252 ,"$3,919.00 "
36253 ,"$5,467.00 "
36254 ,"$5,563.00 "
36400 ,$75.00 
36406 ,$64.00 
36410 ,$46.00 
36415 ,$8.00 
36416 ,$11.00 
36430 ,$89.00 
36456 ,$278.00 
36460 ,"$1,400.00 "
36465 ,"$4,060.00 "
36466 ,"$4,242.00 "
36468 ,$137.00 
36470 ,$373.00 
36471 ,$436.00 
36473 ,$450.00 
36474 ,$226.00 
36475 ,"$4,147.00 "
36478 ,"$3,282.00 "
36479 ,$958.00 
36481 ,"$4,963.00 "
36482 ,"$5,158.00 "
36483 ,$368.00 
36500 ,$509.00 
36510 ,$232.00 
36511 ,$232.00 
36512 ,$280.00 
36513 ,$248.00 
36514 ,"$2,027.00 "
36522 ,"$6,263.00 "
36555 ,$711.00 
36556 ,$664.00 
36557 ,"$2,201.00 "
36558 ,"$2,170.00 "
36560 ,"$3,168.00 "
36561 ,"$3,010.00 "
36565 ,"$2,379.00 "
36566 ,"$8,520.00 "
36568 ,$798.00 
36569 ,$751.00 
36571 ,"$3,251.00 "
36572 ,"$1,073.00 "
36573 ,"$1,060.00 "
36575 ,$426.00 
36576 ,$951.00 
36578 ,"$1,278.00 "
36580 ,$672.00 
36581 ,"$2,134.00 "
36582 ,"$2,686.00 "
36584 ,$663.00 
36585 ,"$2,767.00 "
36589 ,$444.00 
36590 ,$772.00 
36593 ,$67.00 
36595 ,"$1,701.00 "
36596 ,$368.00 
36597 ,$395.00 
36598 ,$292.00 
36600 ,$83.00 
36620 ,$270.00 
36625 ,$285.00 
36660 ,$177.00 
36680 ,$188.00 
36800 ,$405.00 
36815 ,$384.00 
36818 ,"$1,873.00 "
36819 ,"$2,648.00 "
36820 ,"$2,636.00 "
36821 ,"$1,799.00 "
36825 ,"$2,152.00 "
36830 ,"$2,343.00 "
36831 ,"$2,219.00 "
36832 ,"$2,071.00 "
36833 ,"$2,322.00 "
36838 ,"$4,708.00 "
36870 ,"$4,878.00 "
36901 ,"$1,429.00 "
36902 ,$624.00 
36903 ,$770.00 
36904 ,$887.00 
36905 ,"$1,113.00 "
36906 ,"$1,299.00 "
36907 ,$383.00 
36908 ,$486.00 
36909 ,$462.00 
37140 ,"$6,305.00 "
37180 ,"$8,798.00 "
37182 ,"$3,470.00 "
37183 ,$965.00 
37184 ,"$6,625.00 "
37185 ,"$2,166.00 "
37186 ,"$4,003.00 "
37187 ,"$6,443.00 "
37188 ,"$5,558.00 "
37191 ,"$6,509.00 "
37192 ,"$3,917.00 "
37193 ,"$4,160.00 "
37197 ,"$3,777.00 "
37200 ,$587.00 
37211 ,"$1,045.00 "
37212 ,$914.00 
37213 ,$630.00 
37214 ,$354.00 
37215 ,"$3,586.00 "
37216 ,"$3,333.00 "
37217 ,"$2,922.00 "
37218 ,"$3,034.00 "
37220 ,"$1,052.00 "
37221 ,"$1,285.00 "
37222 ,"$2,225.00 "
37223 ,$543.00 
37224 ,"$1,165.00 "
37225 ,"$1,570.00 "
37226 ,"$1,824.00 "
37227 ,"$2,646.00 "
37228 ,"$1,420.00 "
37229 ,"$2,568.00 "
37230 ,"$2,497.00 "
37231 ,"$1,955.00 "
37232 ,"$2,967.00 "
37233 ,"$3,702.00 "
37234 ,$714.00 
37235 ,"$1,556.00 "
37236 ,"$1,795.00 "
37237 ,$546.00 
37238 ,$819.00 
37239 ,$381.00 
37241 ,"$1,789.00 "
37242 ,"$1,773.00 "
37243 ,"$2,382.00 "
37244 ,"$2,778.00 "
37246 ,$924.00 
37247 ,$458.00 
37248 ,$795.00 
37249 ,$390.00 
37252 ,"$3,554.00 "
37253 ,$530.00 
37600 ,"$2,612.00 "
37607 ,"$1,012.00 "
37609 ,$833.00 
37615 ,"$1,361.00 "
37616 ,"$3,879.00 "
37617 ,"$4,619.00 "
37618 ,"$1,031.00 "
37619 ,"$4,021.00 "
37650 ,"$1,251.00 "
37660 ,"$5,412.00 "
37700 ,$673.00 
37765 ,"$1,645.00 "
37766 ,"$1,953.00 "
37785 ,$913.00 
38100 ,"$3,128.00 "
38101 ,"$3,163.00 "
38102 ,$711.00 
38115 ,"$3,463.00 "
38120 ,"$3,155.00 "
38200 ,$359.00 
38205 ,$197.00 
38206 ,$198.00 
38220 ,$445.00 
38221 ,$421.00 
38222 ,$460.00 
38230 ,"$1,500.00 "
38232 ,$537.00 
38240 ,$500.00 
38241 ,$500.00 
38242 ,$304.00 
38243 ,$304.00 
38300 ,$800.00 
38305 ,$988.00 
38308 ,"$1,227.00 "
38380 ,"$1,580.00 "
38381 ,"$2,921.00 "
38500 ,$902.00 
38505 ,$331.00 
38510 ,"$1,407.00 "
38520 ,"$1,252.00 "
38525 ,"$1,183.00 "
38530 ,"$1,522.00 "
38531 ,"$1,166.00 "
38542 ,"$1,440.00 "
38562 ,"$2,550.00 "
38564 ,"$2,543.00 "
38570 ,"$1,378.00 "
38571 ,"$2,580.00 "
38572 ,"$3,330.00 "
38573 ,"$4,232.00 "
38700 ,"$2,685.00 "
38720 ,"$3,588.00 "
38724 ,"$6,010.00 "
38740 ,"$2,014.00 "
38745 ,"$2,714.00 "
38746 ,$658.00 
38747 ,$754.00 
38760 ,"$3,030.00 "
38765 ,"$3,983.00 "
38770 ,"$2,920.00 "
38780 ,"$3,977.00 "
38790 ,$776.00 
38792 ,$221.00 
38794 ,$794.00 
38900 ,$376.00 
39000 ,"$1,336.00 "
39010 ,"$2,456.00 "
39200 ,"$3,120.00 "
39220 ,"$3,435.00 "
39401 ,$832.00 
39402 ,"$1,088.00 "
39501 ,"$2,693.00 "
39503 ,"$18,769.0"
39540 ,"$2,715.00 "
39541 ,"$2,873.00 "
39545 ,"$3,191.00 "
39560 ,"$2,517.00 "
39561 ,"$4,432.00 "
40490 ,$338.00 
40500 ,"$1,280.00 "
40510 ,"$1,520.00 "
40520 ,"$1,251.00 "
40525 ,"$1,469.00 "
40527 ,"$3,570.00 "
40530 ,"$1,180.00 "
40650 ,"$1,167.00 "
40652 ,"$1,354.00 "
40654 ,"$2,128.00 "
40700 ,"$3,619.00 "
40701 ,"$4,288.00 "
40702 ,"$3,225.00 "
40720 ,"$3,697.00 "
40761 ,"$3,898.00 "
40800 ,$555.00 
40801 ,$806.00 
40804 ,$533.00 
40806 ,$325.00 
40808 ,$501.00 
40810 ,$554.00 
40812 ,$775.00 
40814 ,"$1,902.00 "
40816 ,"$1,031.00 "
40818 ,$937.00 
40819 ,$691.00 
40820 ,$712.00 
40830 ,$711.00 
40831 ,$714.00 
40840 ,"$1,709.00 "
41005 ,$588.00 
41007 ,$977.00 
41008 ,$979.00 
41009 ,"$1,054.00 "
41010 ,$543.00 
41015 ,"$1,171.00 "
41017 ,"$1,144.00 "
41018 ,"$1,304.00 "
41100 ,$450.00 
41105 ,$682.00 
41108 ,$397.00 
41110 ,$569.00 
41112 ,$899.00 
41113 ,$983.00 
41114 ,"$1,735.00 "
41115 ,$676.00 
41116 ,$836.00 
41120 ,"$3,212.00 "
41130 ,"$4,769.00 "
41135 ,"$7,415.00 "
41140 ,"$9,029.00 "
41145 ,"$9,540.00 "
41150 ,"$7,569.00 "
41153 ,"$4,344.00 "
41155 ,"$5,536.00 "
41250 ,$744.00 
41251 ,$788.00 
41252 ,$855.00 
41500 ,"$1,153.00 "
41800 ,$781.00 
41820 ,$680.00 
41822 ,$800.00 
41823 ,$833.00 
41825 ,$569.00 
41826 ,$801.00 
41827 ,"$2,007.00 "
41828 ,$790.00 
41830 ,$800.00 
41850 ,$577.00 
41870 ,$784.00 
41874 ,"$1,014.00 "
42000 ,$496.00 
42100 ,$393.00 
42104 ,$469.00 
42106 ,$699.00 
42107 ,"$1,239.00 "
42120 ,"$2,925.00 "
42140 ,$518.00 
42145 ,"$2,128.00 "
42160 ,$622.00 
42182 ,$826.00 
42200 ,"$3,393.00 "
42205 ,"$3,570.00 "
42210 ,"$4,020.00 "
42215 ,"$1,854.00 "
42220 ,"$1,517.00 "
42225 ,"$3,050.00 "
42226 ,"$3,142.00 "
42235 ,"$1,965.00 "
42281 ,$428.00 
42300 ,$441.00 
42305 ,"$1,114.00 "
42330 ,$649.00 
42335 ,$714.00 
42340 ,"$1,322.00 "
42400 ,$269.00 
42405 ,$802.00 
42408 ,$963.00 
42409 ,$847.00 
42410 ,"$1,985.00 "
42415 ,"$4,226.00 "
42420 ,"$3,528.00 "
42425 ,"$2,556.00 "
42426 ,"$4,851.00 "
42440 ,"$1,473.00 "
42450 ,"$1,216.00 "
42500 ,"$1,103.00 "
42600 ,"$1,277.00 "
42650 ,$285.00 
42700 ,$509.00 
42720 ,"$1,153.00 "
42725 ,"$2,476.00 "
42800 ,$397.00 
42804 ,$495.00 
42808 ,$687.00 
42809 ,$911.00 
42810 ,"$1,025.00 "
42815 ,"$1,474.00 "
42820 ,$776.00 
42821 ,$744.00 
42825 ,$645.00 
42826 ,$744.00 
42830 ,$528.00 
42831 ,$599.00 
42835 ,$423.00 
42836 ,$537.00 
42842 ,"$3,605.00 "
42844 ,"$5,010.00 "
42845 ,"$4,316.00 "
42860 ,$482.00 
42870 ,"$1,256.00 "
42890 ,"$5,095.00 "
42894 ,"$5,774.00 "
42900 ,$891.00 
42950 ,"$2,210.00 "
42953 ,"$2,229.00 "
42960 ,$401.00 
42961 ,"$1,076.00 "
42962 ,"$1,203.00 "
42972 ,"$1,318.00 "
42999 ,"$3,784.00 "
43030 ,"$1,763.00 "
43045 ,"$5,350.00 "
43101 ,"$3,215.00 "
43107 ,"$8,521.00 "
43112 ,"$9,430.00 "
43116 ,"$20,582.0"
43117 ,"$9,157.00 "
43118 ,"$9,617.00 "
43122 ,"$10,507.0"
43123 ,"$15,000.0"
43124 ,"$15,528.0"
43130 ,"$2,674.00 "
43135 ,"$6,040.00 "
43180 ,"$1,461.00 "
43191 ,$890.00 
43192 ,$435.00 
43193 ,$441.00 
43194 ,$517.00 
43195 ,$471.00 
43197 ,$475.00 
43198 ,$523.00 
43200 ,$697.00 
43201 ,$722.00 
43202 ,$898.00 
43205 ,$760.00 
43206 ,$713.00 
43212 ,$511.00 
43213 ,"$2,919.00 "
43214 ,$518.00 
43215 ,$403.00 
43216 ,"$1,080.00 "
43217 ,"$1,125.00 "
43220 ,$470.00 
43226 ,$949.00 
43229 ,"$1,761.00 "
43231 ,$675.00 
43232 ,$647.00 
43233 ,$617.00 
43235 ,$744.00 
43236 ,$992.00 
43237 ,$582.00 
43238 ,$725.00 
43239 ,$856.00 
43240 ,$995.00 
43241 ,$565.00 
43242 ,"$1,045.00 "
43243 ,$970.00 
43244 ,$920.00 
43245 ,$729.00 
43246 ,$729.00 
43247 ,$725.00 
43248 ,$680.00 
43249 ,$429.00 
43250 ,$465.00 
43251 ,$795.00 
43252 ,$900.00 
43253 ,$683.00 
43254 ,$709.00 
43255 ,$925.00 
43259 ,$825.00 
43260 ,"$1,050.00 "
43261 ,"$1,150.00 "
43262 ,"$1,440.00 "
43264 ,"$1,650.00 "
43265 ,"$1,550.00 "
43266 ,$587.00 
43270 ,"$1,802.00 "
43273 ,$316.00 
43274 ,"$1,922.00 "
43275 ,"$1,002.00 "
43276 ,"$1,264.00 "
43277 ,"$1,008.00 "
43278 ,"$1,146.00 "
43279 ,"$3,497.00 "
43280 ,"$3,289.00 "
43281 ,"$6,422.00 "
43282 ,"$4,714.00 "
43283 ,$429.00 
43284 ,"$1,686.00 "
43285 ,"$1,706.00 "
43286 ,"$13,109.0"
43287 ,"$14,972.0"
43288 ,"$15,622.0"
43300 ,"$2,735.00 "
43305 ,"$2,913.00 "
43310 ,"$6,055.00 "
43312 ,"$6,563.00 "
43314 ,"$10,954.0"
43325 ,"$2,832.00 "
43327 ,"$2,226.00 "
43328 ,"$4,016.00 "
43330 ,"$3,757.00 "
43331 ,"$5,475.00 "
43332 ,"$3,139.00 "
43333 ,"$3,429.00 "
